1773187450,102a1fa,33,23,0.69697
1773197668,102a1fa,56,40,0.714286
1773205081,102a1fa,56,44,0.785714
1773209309,102a1fa,63,48,0.761905
1773213419,102a1fa,45,32,0.711111
1773216104,102a1fa,41,34,0.829268
1773219965,102a1fa,47,36,0.765957
1773223559,102a1fa,57,48,0.842105
1773227161,102a1fa,67,52,0.776119
1773229961,102a1fa,59,47,0.79661
1773236604,102a1fa,42,30,0.714286
1773239849,102a1fa,23,15,0.652174
1773243403,102a1fa,52,37,0.711538
1773247141,102a1fa,46,41,0.891304
1773250808,102a1fa,42,34,0.809524
1773254352,102a1fa,41,33,0.804878
1773257731,102a1fa,49,39,0.795918
1773259706,102a1fa,55,42,0.763636
1773262478,102a1fa,30,23,0.766667
