1769817833,102a1fa,48,42,0.875
1769827916,102a1fa,55,48,0.872727
1769834959,102a1fa,46,38,0.826087
1769839123,102a1fa,50,40,0.8
1769843007,102a1fa,54,47,0.87037
1769845675,102a1fa,59,46,0.779661
1769846570,102a1fa,47,41,0.87234
1769849554,102a1fa,48,41,0.854167
1769852896,102a1fa,51,42,0.823529
1769853841,102a1fa,46,37,0.804348
1769856588,102a1fa,24,15,0.625
1769859554,102a1fa,41,36,0.878049
1769860709,102a1fa,49,41,0.836735
1769865328,102a1fa,39,33,0.846154
1769867822,102a1fa,42,31,0.738095
1769870894,102a1fa,42,33,0.785714
1769871905,102a1fa,38,33,0.868421
1769874271,102a1fa,62,55,0.887097
1769875312,102a1fa,68,58,0.852941
1769878357,102a1fa,68,55,0.808824
1769881583,102a1fa,28,24,0.857143
