1746757215,102a1fa,47,32,0.680851
1746761801,102a1fa,42,32,0.761905
1746763532,102a1fa,37,28,0.756757
1746765732,102a1fa,48,32,0.666667
1746766685,102a1fa,35,27,0.771429
1746769123,102a1fa,46,33,0.717391
1746770177,102a1fa,61,41,0.672131
1746773353,102a1fa,55,36,0.654545
1746774149,102a1fa,51,31,0.607843
1746776101,102a1fa,32,23,0.71875
1746777380,102a1fa,42,27,0.642857
1746780343,102a1fa,48,38,0.791667
1746781301,102a1fa,37,26,0.702703
1746783452,102a1fa,56,38,0.678571
1746784650,102a1fa,46,36,0.782609
1746787287,102a1fa,40,31,0.775
1746788204,102a1fa,56,38,0.678571
1746790335,102a1fa,43,30,0.697674
1746791775,102a1fa,30,22,0.733333
1746795719,102a1fa,37,25,0.675676
1746798335,102a1fa,56,39,0.696429
1746799046,102a1fa,46,36,0.782609
1746801580,102a1fa,55,39,0.709091
1746802580,102a1fa,55,41,0.745455
1746805075,102a1fa,64,48,0.75
1746806188,102a1fa,49,40,0.816327
1746808908,102a1fa,49,35,0.714286
1746809946,102a1fa,53,42,0.792453
1746812167,102a1fa,44,28,0.636364
1746813392,102a1fa,40,25,0.625
1746816376,102a1fa,44,30,0.681818
1746817241,102a1fa,36,24,0.666667
1746819057,102a1fa,40,23,0.575
1746820597,102a1fa,59,39,0.661017
1746823154,102a1fa,47,36,0.765957
1746824198,102a1fa,36,31,0.861111
1746826437,102a1fa,52,43,0.826923
1746827784,102a1fa,39,29,0.74359
1746830298,102a1fa,45,36,0.8
1746831451,102a1fa,47,34,0.723404
1746833618,102a1fa,36,27,0.75
1746834973,102a1fa,41,30,0.731707
