1748140298,102a1fa,42,29,0.690476
1748144741,102a1fa,40,34,0.85
1748146175,102a1fa,46,29,0.630435
1748148328,102a1fa,39,31,0.794872
1748149168,102a1fa,30,20,0.666667
1748151451,102a1fa,34,23,0.676471
1748152589,102a1fa,60,40,0.666667
1748155595,102a1fa,59,43,0.728814
1748156505,102a1fa,52,39,0.75
1748158431,102a1fa,48,32,0.666667
1748159779,102a1fa,50,35,0.7
1748162461,102a1fa,53,38,0.716981
1748163612,102a1fa,35,31,0.885714
1748165709,102a1fa,41,24,0.585366
1748167022,102a1fa,37,21,0.567568
1748169537,102a1fa,65,40,0.615385
