1724896368,102a1fa,29,10,0.344828
1724900060,102a1fa,38,14,0.368421
1724902508,102a1fa,46,20,0.434783
1724903789,102a1fa,52,18,0.346154
1724906178,102a1fa,38,11,0.289474
1724907385,102a1fa,33,11,0.333333
1724909716,102a1fa,35,17,0.485714
1724910994,102a1fa,37,15,0.405405
1724913606,102a1fa,21,10,0.47619
1724914593,102a1fa,34,10,0.294118
1724916668,102a1fa,38,22,0.578947
1724918173,102a1fa,29,10,0.344828
1724920653,102a1fa,34,20,0.588235
1724921786,102a1fa,36,11,0.305556
1724924034,102a1fa,38,15,0.394737
1724925371,102a1fa,38,16,0.421053
1724927861,102a1fa,22,6,0.272727
1724928977,102a1fa,38,18,0.473684
1724930991,102a1fa,35,16,0.457143
1724932584,102a1fa,37,16,0.432432
1724936039,102a1fa,26,11,0.423077
1724938534,102a1fa,32,12,0.375
