1745633260,102a1fa,50,31,0.62
1745637176,102a1fa,24,19,0.791667
1745639424,102a1fa,42,28,0.666667
1745642418,102a1fa,52,32,0.615385
1745643394,102a1fa,50,23,0.46
1745645826,102a1fa,51,30,0.588235
1745646969,102a1fa,60,36,0.6
1745649825,102a1fa,31,18,0.580645
1745650606,102a1fa,36,17,0.472222
1745652722,102a1fa,26,14,0.538462
1745654173,102a1fa,35,18,0.514286
1745656747,102a1fa,45,23,0.511111
1745657804,102a1fa,32,22,0.6875
1745660055,102a1fa,51,28,0.54902
1745661378,102a1fa,41,25,0.609756
1745663886,102a1fa,51,32,0.627451
1745664976,102a1fa,48,22,0.458333
1745666991,102a1fa,56,39,0.696429
1745668642,102a1fa,42,27,0.642857
1745672263,102a1fa,40,25,0.625
1745674652,102a1fa,30,20,0.666667
1745675896,102a1fa,37,22,0.594595
1745678181,102a1fa,50,29,0.58
1745679375,102a1fa,43,27,0.627907
1745681670,102a1fa,41,22,0.536585
1745683001,102a1fa,25,16,0.64
1745685610,102a1fa,31,14,0.451613
1745686579,102a1fa,36,25,0.694444
1745688801,102a1fa,43,20,0.465116
1745690178,102a1fa,47,20,0.425532
1745692865,102a1fa,43,22,0.511628
1745693844,102a1fa,47,27,0.574468
1745695824,102a1fa,57,34,0.596491
1745697393,102a1fa,28,15,0.535714
1745699757,102a1fa,34,20,0.588235
1745700979,102a1fa,41,17,0.414634
1745703132,102a1fa,52,21,0.403846
1745704579,102a1fa,39,25,0.641026
1745707002,102a1fa,30,15,0.5
1745708176,102a1fa,38,20,0.526316
1745710512,102a1fa,38,22,0.578947
1745711777,102a1fa,54,36,0.666667
