1741313080,102a1fa,32,15,0.46875
1741316893,102a1fa,42,22,0.52381
1741319114,102a1fa,35,24,0.685714
1741319882,102a1fa,32,21,0.65625
1741322320,102a1fa,37,23,0.621622
1741323385,102a1fa,27,14,0.518519
1741325818,102a1fa,29,15,0.517241
1741326966,102a1fa,40,20,0.5
1741329905,102a1fa,41,18,0.439024
1741330648,102a1fa,32,13,0.40625
1741332726,102a1fa,37,20,0.540541
1741334245,102a1fa,42,17,0.404762
1741336784,102a1fa,49,27,0.55102
1741337814,102a1fa,38,17,0.447368
1741340113,102a1fa,42,20,0.47619
1741341398,102a1fa,43,22,0.511628
1741343970,102a1fa,40,19,0.475
1741344978,102a1fa,31,18,0.580645
1741347031,102a1fa,49,22,0.44898
1741348592,102a1fa,27,16,0.592593
1741352259,102a1fa,38,22,0.578947
1741354732,102a1fa,51,29,0.568627
1741355874,102a1fa,46,20,0.434783
1741358274,102a1fa,41,22,0.536585
1741359433,102a1fa,33,18,0.545455
1741361740,102a1fa,52,23,0.442308
1741362987,102a1fa,23,15,0.652174
1741365653,102a1fa,40,15,0.375
1741366650,102a1fa,35,13,0.371429
1741368884,102a1fa,35,20,0.571429
1741370184,102a1fa,26,14,0.538462
1741372925,102a1fa,48,21,0.4375
1741373818,102a1fa,55,24,0.436364
1741375740,102a1fa,40,15,0.375
1741377379,102a1fa,29,10,0.344828
1741379706,102a1fa,27,14,0.518519
1741380966,102a1fa,42,24,0.571429
1741382976,102a1fa,39,14,0.358974
1741384582,102a1fa,43,19,0.44186
1741386731,102a1fa,41,22,0.536585
1741388191,102a1fa,31,13,0.419355
1741390081,102a1fa,55,23,0.418182
1741391797,102a1fa,34,17,0.5
