1728957655,102a1fa,36,13,0.361111
1728961481,102a1fa,23,11,0.478261
1728963670,102a1fa,41,9,0.219512
1728964585,102a1fa,45,20,0.444444
1728967117,102a1fa,42,16,0.380952
1728968175,102a1fa,45,13,0.288889
1728970643,102a1fa,31,14,0.451613
1728971799,102a1fa,49,24,0.489796
1728974567,102a1fa,29,8,0.275862
1728975527,102a1fa,43,15,0.348837
1728977693,102a1fa,25,13,0.52
1728978991,102a1fa,42,23,0.547619
1728981611,102a1fa,33,10,0.30303
1728982670,102a1fa,36,14,0.388889
1728984933,102a1fa,28,12,0.428571
1728986199,102a1fa,36,10,0.277778
1728988830,102a1fa,53,18,0.339623
1728989773,102a1fa,33,8,0.242424
1728991869,102a1fa,40,14,0.35
1728993385,102a1fa,27,10,0.37037
1728997056,102a1fa,38,13,0.342105
1728999542,102a1fa,33,10,0.30303
1729000587,102a1fa,26,12,0.461538
1729003058,102a1fa,43,13,0.302326
1729004186,102a1fa,40,14,0.35
1729006561,102a1fa,36,12,0.333333
1729007792,102a1fa,33,15,0.454545
1729010449,102a1fa,39,17,0.435897
1729011438,102a1fa,44,16,0.363636
1729013772,102a1fa,40,15,0.375
1729014993,102a1fa,28,10,0.357143
1729017696,102a1fa,49,18,0.367347
1729018592,102a1fa,37,13,0.351351
1729020639,102a1fa,37,10,0.27027
1729022179,102a1fa,46,18,0.391304
1729024515,102a1fa,35,14,0.4
1729025803,102a1fa,44,15,0.340909
1729027949,102a1fa,34,12,0.352941
1729029384,102a1fa,25,10,0.4
1729031802,102a1fa,35,14,0.4
1729032981,102a1fa,34,16,0.470588
1729035224,102a1fa,37,11,0.297297
1729036581,102a1fa,20,9,0.45
