1757642612,102a1fa,57,46,0.807018
1757646601,102a1fa,1,1,1
1757648605,102a1fa,40,36,0.9
1757649494,102a1fa,48,42,0.875
1757651888,102a1fa,42,32,0.761905
1757653072,102a1fa,27,23,0.851852
1757655490,102a1fa,1,1,1
1757656701,102a1fa,1,1,1
1757659729,102a1fa,56,52,0.928571
1757660426,102a1fa,41,36,0.878049
1757662488,102a1fa,32,26,0.8125
1757663900,102a1fa,34,30,0.882353
1757666517,102a1fa,67,54,0.80597
1757667586,102a1fa,39,30,0.769231
1757669712,102a1fa,57,50,0.877193
1757671115,102a1fa,56,47,0.839286
1757673659,102a1fa,36,31,0.861111
1757674601,102a1fa,59,41,0.694915
1757676670,102a1fa,39,35,0.897436
1757678242,102a1fa,50,45,0.9
1757682053,102a1fa,34,27,0.794118
1757684493,102a1fa,55,47,0.854545
1757685454,102a1fa,1,1,1
1757687866,102a1fa,35,30,0.857143
1757689071,102a1fa,44,39,0.886364
1757691350,102a1fa,58,47,0.810345
1757692719,102a1fa,53,45,0.849057
1757695197,102a1fa,42,32,0.761905
1757696278,102a1fa,39,36,0.923077
1757698550,102a1fa,62,49,0.790323
1757699791,102a1fa,56,43,0.767857
1757702407,102a1fa,41,34,0.829268
1757703415,102a1fa,35,27,0.771429
1757705462,102a1fa,54,47,0.87037
1757707137,102a1fa,34,26,0.764706
