1721353559,102a1fa,34,15,0.441176
1721356288,102a1fa,29,10,0.344828
1721357863,102a1fa,1,0,0
1721360201,102a1fa,29,9,0.310345
1721361401,102a1fa,40,15,0.375
1721363808,102a1fa,33,13,0.393939
1721365017,102a1fa,17,6,0.352941
1721367299,102a1fa,28,9,0.321429
1721368606,102a1fa,40,13,0.325
1721371103,102a1fa,43,13,0.302326
1721372185,102a1fa,1,0,0
1721374190,102a1fa,33,10,0.30303
1721375792,102a1fa,34,12,0.352941
1721378123,102a1fa,27,9,0.333333
1721379385,102a1fa,37,9,0.243243
1721381501,102a1fa,42,15,0.357143
